# 
# Solution parameters:
# - mu = 1
# - rh = 0.114
# - omega = 0.998200
# - m = 1
# - c = 4 (radial coord compactification parameter)
#
# Convention for Wbar = r^p * W
# - p = 2
#
# Physical quantities
# - M = 0.144312
# - J = 0.0864912
# - Mmat/M = 0.593916
# - Jmat/J = 0.990663
# - AH = 0.170897
#
  0.0000000000000000E+00  0.0000000000000000E+00  0.2269664858772365E-01  0.2269856104012154E-01 -0.2270196454957523E-01  0.0000000000000000E+00  0.1297260720000663E-01
  0.1251564455569462E-02  0.0000000000000000E+00  0.2267039612334463E-01  0.2267230526620797E-01 -0.2267570877563434E-01  0.0000000000000000E+00  0.1296127384220567E-01
  0.2503128911138924E-02  0.0000000000000000E+00  0.2259189351010387E-01  0.2259379641865612E-01 -0.2259719992799985E-01  0.0000000000000000E+00  0.1292734111428155E-01
  0.3754693366708385E-02  0.0000000000000000E+00  0.2246230349013147E-01  0.2246419949046909E-01 -0.2246760299967283E-01  0.0000000000000000E+00  0.1287117552436958E-01
  0.5006257822277847E-02  0.0000000000000000E+00  0.2228376962584408E-01  0.2228565836513067E-01 -0.2228906187413420E-01  0.0000000000000000E+00  0.1279348604811647E-01
  0.6257822277847309E-02  0.0000000000000000E+00  0.2205931039987510E-01  0.2206119165736968E-01 -0.2206459516610895E-01  0.0000000000000000E+00  0.1269529492433129E-01
  0.7509386733416771E-02  0.0000000000000000E+00  0.2179267615013869E-01  0.2179454979164277E-01 -0.2179795330004899E-01  0.0000000000000000E+00  0.1257789670112071E-01
  0.8760951188986232E-02  0.0000000000000000E+00  0.2148817988941504E-01  0.2149004584377033E-01 -0.2149344935176936E-01  0.0000000000000000E+00  0.1244280841857529E-01
  0.1001251564455569E-01  0.0000000000000000E+00  0.2115051593984231E-01  0.2115237418488602E-01 -0.2115577769239767E-01  0.0000000000000000E+00  0.1229171455501011E-01
  0.1126408010012516E-01  0.0000000000000000E+00  0.2078457985809200E-01  0.2078643041084247E-01 -0.2078983391778006E-01  0.0000000000000000E+00  0.1212641040909133E-01
  0.1251564455569462E-01  0.0000000000000000E+00  0.2039530114813861E-01  0.2039714405710972E-01 -0.2040054756337973E-01  0.0000000000000000E+00  0.1194874725635807E-01
  0.1376720901126408E-01  0.0000000000000000E+00  0.1998749734994523E-01  0.1998933268881820E-01 -0.1999273619432005E-01  0.0000000000000000E+00  0.1176058201434763E-01
  0.1501877346683354E-01  0.0000000000000000E+00  0.1956575481785316E-01  0.1956758268020468E-01 -0.1957098618483067E-01  0.0000000000000000E+00  0.1156373339275803E-01
  0.1627033792240300E-01  0.0000000000000000E+00  0.1913433836122927E-01  0.1913615885615626E-01 -0.1913956235979145E-01  0.0000000000000000E+00  0.1135994571003982E-01
  0.1752190237797246E-01  0.0000000000000000E+00  0.1869712926978351E-01  0.1869894251829972E-01 -0.1870234602082210E-01  0.0000000000000000E+00  0.1115086082136753E-01
  0.1877346683354193E-01  0.0000000000000000E+00  0.1825758927799931E-01  0.1825939541008587E-01 -0.1826279891136651E-01  0.0000000000000000E+00  0.1093799799002873E-01
  0.2002503128911139E-01  0.0000000000000000E+00  0.1781874677818148E-01  0.1782054593037520E-01 -0.1782394943027844E-01  0.0000000000000000E+00  0.1072274107723002E-01
  0.2127659574468085E-01  0.0000000000000000E+00  0.1738320100107750E-01  0.1738499331449550E-01 -0.1738839681287913E-01  0.0000000000000000E+00  0.1050633212870728E-01
  0.2252816020025031E-01  0.0000000000000000E+00  0.1695313981478832E-01  0.1695492543350301E-01 -0.1695832893021868E-01  0.0000000000000000E+00  0.1028987028459308E-01
  0.2377972465581978E-01  0.0000000000000000E+00  0.1653036709320125E-01  0.1653214616289673E-01 -0.1653554965779008E-01  0.0000000000000000E+00  0.1007431490455758E-01
  0.2503128911138924E-01  0.0000000000000000E+00  0.1611633612856570E-01  0.1611810879542273E-01 -0.1612151228833380E-01  0.0000000000000000E+00  0.9860491851799075E-02
  0.2628285356695870E-01  0.0000000000000000E+00  0.1571218618850666E-01  0.1571395259827760E-01 -0.1571735608904107E-01  0.0000000000000000E+00  0.9649101986831776E-02
  0.2753441802252816E-01  0.0000000000000000E+00  0.1531877995632135E-01  0.1532054025356490E-01 -0.1532394374201033E-01  0.0000000000000000E+00  0.9440731059287725E-02
  0.2878598247809762E-01  0.0000000000000000E+00  0.1493674018645150E-01  0.1493849451390353E-01 -0.1494189799985576E-01  0.0000000000000000E+00  0.9235860333185785E-02
  0.3003754693366708E-01  0.0000000000000000E+00  0.1456648442182187E-01  0.1456823291988488E-01 -0.1457163640316421E-01  0.0000000000000000E+00  0.9034877424205636E-02
  0.3128911138923655E-01  0.0000000000000000E+00  0.1420825704311475E-01  0.1420999984945022E-01 -0.1421340332987261E-01  0.0000000000000000E+00  0.8838086957601531E-02
  0.3254067584480601E-01  0.0000000000000000E+00  0.1386215825213574E-01  0.1386389550134529E-01 -0.1386729897872270E-01  0.0000000000000000E+00  0.8645720767877436E-02
  0.3379224030037547E-01  0.0000000000000000E+00  0.1352816984016838E-01  0.1352990166355237E-01 -0.1353330513769290E-01  0.0000000000000000E+00  0.8457947454580065E-02
  0.3504380475594493E-01  0.0000000000000000E+00  0.1320617776968039E-01  0.1320790429506268E-01 -0.1321130776577079E-01  0.0000000000000000E+00  0.8274881183058073E-02
  0.3629536921151439E-01  0.0000000000000000E+00  0.1289599171709973E-01  0.1289771306870879E-01 -0.1290111653578547E-01  0.0000000000000000E+00  0.8096589676427096E-02
  0.3754693366708386E-01  0.0000000000000000E+00  0.1259736179839145E-01  0.1259907809678907E-01 -0.1260248156003201E-01  0.0000000000000000E+00  0.7923101387618882E-02
  0.3879849812265332E-01  0.0000000000000000E+00  0.1230999273910898E-01  0.1231170410115873E-01 -0.1231510756036245E-01  0.0000000000000000E+00  0.7754411870747122E-02
  0.4005006257822278E-01  0.0000000000000000E+00  0.1203355576592324E-01  0.1203526230479169E-01 -0.1203866575974777E-01  0.0000000000000000E+00  0.7590489391489239E-02
  0.4130162703379224E-01  0.0000000000000000E+00  0.1176769849504350E-01  0.1176940032022821E-01 -0.1177280377072526E-01  0.0000000000000000E+00  0.7431279829005115E-02
  0.4255319148936170E-01  0.0000000000000000E+00  0.1151205308021121E-01  0.1151375029759016E-01 -0.1151715374341407E-01  0.0000000000000000E+00  0.7276710928862690E-02
  0.4380475594493116E-01  0.0000000000000000E+00  0.1126624286363611E-01  0.1126793557553396E-01 -0.1127133901646787E-01  0.0000000000000000E+00  0.7126695969191057E-02
  0.4505632040050062E-01  0.0000000000000000E+00  0.1102988775038136E-01  0.1103157605564897E-01 -0.1103497949147347E-01  0.0000000000000000E+00  0.6981136901960662E-02
  0.4630788485607009E-01  0.0000000000000000E+00  0.1080260850268289E-01  0.1080429249678659E-01 -0.1080769592727975E-01  0.0000000000000000E+00  0.6839927028973338E-02
  0.4755944931163955E-01  0.0000000000000000E+00  0.1058403012688245E-01  0.1058570990200061E-01 -0.1058911332693805E-01  0.0000000000000000E+00  0.6702953268516900E-02
  0.4881101376720901E-01  0.0000000000000000E+00  0.1037378450306143E-01  0.1037546014818600E-01 -0.1037886356734095E-01  0.0000000000000000E+00  0.6570098064259545E-02
  0.5006257822277847E-01  0.0000000000000000E+00  0.1017151238665376E-01  0.1017318398769488E-01 -0.1017658740083826E-01  0.0000000000000000E+00  0.6441240983273108E-02
  0.5131414267834793E-01  0.0000000000000000E+00  0.9976864892480642E-02  0.9978532532372934E-02 -0.9981935939273380E-02  0.0000000000000000E+00  0.6316260045286663E-02
  0.5256570713391739E-01  0.0000000000000000E+00  0.9789504554961075E-02  0.9791168313770226E-02 -0.9794571714194122E-02  0.0000000000000000E+00  0.6195032820650251E-02
  0.5381727158948686E-01  0.0000000000000000E+00  0.9609106043587853E-02  0.9610765998616747E-02 -0.9614169392328304E-02  0.0000000000000000E+00  0.6077437330098976E-02
  0.5506883604505632E-01  0.0000000000000000E+00  0.9435356600045176E-02  0.9437012825938652E-02 -0.9440416212699901E-02  0.0000000000000000E+00  0.5963352775345370E-02
  0.5632040050062578E-01  0.0000000000000000E+00  0.9267956252392686E-02  0.9269608821240359E-02 -0.9273012200811200E-02  0.0000000000000000E+00  0.5852660125824352E-02
  0.5757196495619524E-01  0.0000000000000000E+00  0.9106617852394260E-02  0.9108266833831003E-02 -0.9111670205969220E-02  0.0000000000000000E+00  0.5745242583577521E-02
